AERONET Data Download (Version 3 Direct Sun)
AERONET Version 3
Version 3: AOD Level 1.5
The following data are cloud cleared and quality controls have been applied but these data may not have final calibration applied.  These data may change.
Contact: PI=Sen_Chiao; PI Email=sen.chiao@howard.edu
AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,Triplet_Variability_1640,Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_865,Triplet_Variability_779,Triplet_Variability_675,Triplet_Variability_667,Triplet_Variability_620,Triplet_Variability_560,Triplet_Variability_555,Triplet_Variability_551,Triplet_Variability_532,Triplet_Variability_531,Triplet_Variability_510,Triplet_Variability_500,Triplet_Variability_490,Triplet_Variability_443,Triplet_Variability_440,Triplet_Variability_412,Triplet_Variability_400,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),Triplet_Variability_681,Triplet_Variability_709,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Solar_Zenith_Angle(Degrees),Optical_Air_Mass,Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1640nm,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_865nm,Exact_Wavelengths_of_AOD(um)_779nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_667nm,Exact_Wavelengths_of_AOD(um)_620nm,Exact_Wavelengths_of_AOD(um)_560nm,Exact_Wavelengths_of_AOD(um)_555nm,Exact_Wavelengths_of_AOD(um)_551nm,Exact_Wavelengths_of_AOD(um)_532nm,Exact_Wavelengths_of_AOD(um)_531nm,Exact_Wavelengths_of_AOD(um)_510nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_490nm,Exact_Wavelengths_of_AOD(um)_443nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_412nm,Exact_Wavelengths_of_AOD(um)_400nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm,Exact_Wavelengths_of_AOD(um)_681nm,Exact_Wavelengths_of_AOD(um)_709nm,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty
Howard_Univ-IRB,28:01:2025,20:11:48,28,28.841528,0.020997,0.029017,0.033736,-999.000000,-999.000000,0.043909,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.063406,-999.000000,-999.000000,0.075639,-999.000000,-999.000000,0.088835,0.100209,0.814946,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000984,0.000938,0.000558,-999.000000,-999.000000,0.000762,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000488,-999.000000,-999.000000,0.001621,-999.000000,-999.000000,0.001270,0.001834,0.005171,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.182527,1.223049,1.259834,1.141149,1.091600,-999.000000,lev15,1282,Howard_Univ-IRB,38.919424,-77.021542,78.000000,69.442318,2.828832,14.800000,322.519187,0.444651,01:02:2025,9,1.640300,1.019700,0.870100,-999.,-999.,0.675200,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439700,-999.,-999.,0.379700,0.339800,0.936700,-999.,-999.,-999.,-999.,-999.,-999.,-999.
Howard_Univ-IRB,28:01:2025,20:16:48,28,28.845000,0.047608,0.051556,0.055393,-999.000000,-999.000000,0.063987,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.081769,-999.000000,-999.000000,0.092886,-999.000000,-999.000000,0.105104,0.115982,0.815797,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.004003,0.003414,0.002991,-999.000000,-999.000000,0.002553,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001251,-999.000000,-999.000000,0.002465,-999.000000,-999.000000,0.002211,0.003968,0.008868,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.758039,0.911155,0.859442,0.706157,0.860576,-999.000000,lev15,1282,Howard_Univ-IRB,38.919424,-77.021542,78.000000,70.115805,2.919082,14.700000,322.520458,0.444653,01:02:2025,9,1.640300,1.019700,0.870100,-999.,-999.,0.675200,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439700,-999.,-999.,0.379700,0.339800,0.936700,-999.,-999.,-999.,-999.,-999.,-999.,-999.
Howard_Univ-IRB,28:01:2025,20:31:35,28,28.855266,0.019628,0.028202,0.032315,-999.000000,-999.000000,0.042374,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.060911,-999.000000,-999.000000,0.072095,-999.000000,-999.000000,0.086084,0.097756,0.800360,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000267,0.000791,0.000895,-999.000000,-999.000000,0.000808,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001632,-999.000000,-999.000000,0.001481,-999.000000,-999.000000,0.001714,0.002839,0.002414,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.175785,1.256581,1.233385,1.145720,1.182861,-999.000000,lev15,1282,Howard_Univ-IRB,38.919424,-77.021542,78.000000,72.178344,3.237670,14.400000,322.524218,0.444660,01:02:2025,9,1.640300,1.019700,0.870100,-999.,-999.,0.675200,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439700,-999.,-999.,0.379700,0.339800,0.936700,-999.,-999.,-999.,-999.,-999.,-999.,-999.
Howard_Univ-IRB,28:01:2025,20:36:47,28,28.858877,0.023602,0.031997,0.035918,-999.000000,-999.000000,0.045972,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.065038,-999.000000,-999.000000,0.076486,-999.000000,-999.000000,0.090660,0.102718,0.800681,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.004011,0.003145,0.003433,-999.000000,-999.000000,0.002753,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002928,-999.000000,-999.000000,0.002947,-999.000000,-999.000000,0.002982,0.002917,0.012206,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.108969,1.206491,1.181074,1.073904,1.144900,-999.000000,lev15,1282,Howard_Univ-IRB,38.919424,-77.021542,78.000000,72.927731,3.372262,14.200000,322.525540,0.444662,01:02:2025,9,1.640300,1.019700,0.870100,-999.,-999.,0.675200,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439700,-999.,-999.,0.379700,0.339800,0.936700,-999.,-999.,-999.,-999.,-999.,-999.,-999.
Howard_Univ-IRB,28:01:2025,20:46:47,28,28.865822,0.021091,0.029429,0.033717,-999.000000,-999.000000,0.044071,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.063229,-999.000000,-999.000000,0.074827,-999.000000,-999.000000,0.089395,0.102098,0.804959,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000716,0.000497,0.001294,-999.000000,-999.000000,0.000851,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000577,-999.000000,-999.000000,0.000668,-999.000000,-999.000000,0.000794,0.001124,0.005777,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.168042,1.258014,1.228268,1.136570,1.206028,-999.000000,lev15,1282,Howard_Univ-IRB,38.919424,-77.021542,78.000000,74.401396,3.673882,14.100000,322.528083,0.444666,01:02:2025,9,1.640300,1.019700,0.870100,-999.,-999.,0.675200,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439700,-999.,-999.,0.379700,0.339800,0.936700,-999.,-999.,-999.,-999.,-999.,-999.,-999.
Howard_Univ-IRB,28:01:2025,20:48:48,28,28.867222,0.020888,0.029471,0.033244,-999.000000,-999.000000,0.043527,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.062874,-999.000000,-999.000000,0.073888,-999.000000,-999.000000,0.088572,0.100558,0.802877,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000445,0.000673,0.000980,-999.000000,-999.000000,0.000863,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001180,-999.000000,-999.000000,0.001553,-999.000000,-999.000000,0.000913,0.001289,0.010243,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.174457,1.245768,1.231906,1.152140,1.197800,-999.000000,lev15,1282,Howard_Univ-IRB,38.919424,-77.021542,78.000000,74.703555,3.742725,14.200000,322.528596,0.444667,01:02:2025,9,1.640300,1.019700,0.870100,-999.,-999.,0.675200,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439700,-999.,-999.,0.379700,0.339800,0.936700,-999.,-999.,-999.,-999.,-999.,-999.,-999.
Howard_Univ-IRB,28:01:2025,21:03:35,28,28.877488,0.019356,0.028083,0.031751,-999.000000,-999.000000,0.041748,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.059681,-999.000000,-999.000000,0.070631,-999.000000,-999.000000,0.084917,0.097752,0.794383,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001350,0.001112,0.001298,-999.000000,-999.000000,0.001776,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001900,-999.000000,-999.000000,0.002665,-999.000000,-999.000000,0.002866,0.003749,0.012944,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.169649,1.281679,1.219317,1.140278,1.260582,-999.000000,lev15,1282,Howard_Univ-IRB,38.919424,-77.021542,78.000000,76.966075,4.355841,13.800000,322.532355,0.444673,01:02:2025,9,1.640300,1.019700,0.870100,-999.,-999.,0.675200,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439700,-999.,-999.,0.379700,0.339800,0.936700,-999.,-999.,-999.,-999.,-999.,-999.,-999.
Howard_Univ-IRB,28:01:2025,21:06:47,28,28.879711,0.018959,0.027490,0.031129,-999.000000,-999.000000,0.040789,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.058380,-999.000000,-999.000000,0.068685,-999.000000,-999.000000,0.082925,0.095582,0.793695,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000817,0.000469,0.000468,-999.000000,-999.000000,0.000418,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000748,-999.000000,-999.000000,0.001387,-999.000000,-999.000000,0.001961,0.002428,0.009295,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.160703,1.276296,1.211053,1.136473,1.282233,-999.000000,lev15,1282,Howard_Univ-IRB,38.919424,-77.021542,78.000000,77.466227,4.519909,13.600000,322.533169,0.444675,01:02:2025,9,1.640300,1.019700,0.870100,-999.,-999.,0.675200,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439700,-999.,-999.,0.379700,0.339800,0.936700,-999.,-999.,-999.,-999.,-999.,-999.,-999.
Howard_Univ-IRB,28:01:2025,21:11:07,28,28.882720,0.019464,0.027694,0.031302,-999.000000,-999.000000,0.040728,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.057594,-999.000000,-999.000000,0.067566,-999.000000,-999.000000,0.081150,0.093627,0.789807,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000659,0.000468,0.000228,-999.000000,-999.000000,0.000213,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000374,-999.000000,-999.000000,0.000131,-999.000000,-999.000000,0.000303,0.000667,0.006450,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.127197,1.246773,1.175246,1.101809,1.264847,-999.000000,lev15,1282,Howard_Univ-IRB,38.919424,-77.021542,78.000000,78.149027,4.765043,13.600000,322.534271,0.444677,01:02:2025,9,1.640300,1.019700,0.870100,-999.,-999.,0.675200,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439700,-999.,-999.,0.379700,0.339800,0.936700,-999.,-999.,-999.,-999.,-999.,-999.,-999.
Howard_Univ-IRB,28:01:2025,21:16:47,28,28.886655,0.024419,0.031814,0.035153,-999.000000,-999.000000,0.044072,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.060345,-999.000000,-999.000000,0.069998,-999.000000,-999.000000,0.083369,0.095600,0.793107,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001594,0.001397,0.001166,-999.000000,-999.000000,0.001044,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000740,-999.000000,-999.000000,0.000861,-999.000000,-999.000000,0.000989,0.001061,0.007717,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,1.009554,1.175522,1.072711,0.977199,1.208437,-999.000000,lev15,1282,Howard_Univ-IRB,38.919424,-77.021542,78.000000,79.051061,5.132812,13.500000,322.535712,0.444679,01:02:2025,9,1.640300,1.019700,0.870100,-999.,-999.,0.675200,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.499900,-999.,-999.,0.439700,-999.,-999.,0.379700,0.339800,0.936700,-999.,-999.,-999.,-999.,-999.,-999.,-999.
