AERONET_Site,DateTime,Day_of_Year,Day_of_Year(Fraction),AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_675nm,AOD_500nm,AOD_440nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),Triplet_Variability_1640,Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_675,Triplet_Variability_500,Triplet_Variability_440,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Solar_Zenith_Angle(Degrees),Optical_Air_Mass,Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1640nm,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm
GSFC,2024-01-02 13:26:57,2,2.560382,0.002921,0.013491,0.018423,0.032355,0.050622,0.058295,0.067076,0.074008,0.585943,0.000237,0.000341,0.000548,0.000779,0.001246,0.001564,0.001764,0.001335,0.008853,1.680974,1.022403,1.395403,1.81351,0.923278,lev20,1210,GSFC,38.9925,-76.839833,87.0,81.011497,6.164831,4.5,308.628385,0.458038,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 13:28:56,2,2.561759,0.003781,0.015064,0.020029,0.034743,0.053965,0.061252,0.069938,0.075557,0.587639,0.001711,0.002822,0.003046,0.003993,0.005512,0.004369,0.002767,0.001625,0.019877,1.636052,0.942465,1.349445,1.77844,0.815233,lev20,1210,GSFC,38.9925,-76.839833,87.0,80.71716,5.984572,4.8,308.629419,0.458037,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 13:31:57,2,2.563854,0.002886,0.013192,0.017648,0.030855,0.047592,0.054442,0.061765,0.06793,0.585312,0.000557,0.000557,0.000613,0.000783,0.002061,0.002324,0.002492,0.003293,0.004083,1.642862,0.946317,1.346848,1.779271,0.854881,lev20,1210,GSFC,38.9925,-76.839833,87.0,80.272032,5.730844,4.8,308.630991,0.458035,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 13:33:56,2,2.565231,0.002948,0.012945,0.016965,0.029557,0.044911,0.051398,0.05809,0.064372,0.586012,0.000424,0.000477,0.000525,0.000716,0.000948,0.001291,0.000523,0.000591,0.004516,1.612551,0.933688,1.309987,1.745397,0.867231,lev20,1210,GSFC,38.9925,-76.839833,87.0,79.981112,5.576177,5.0,308.632024,0.458034,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 13:36:57,2,2.567326,0.002737,0.012714,0.016927,0.029717,0.045166,0.051549,0.058401,0.064749,0.595152,0.000297,0.000389,0.000454,0.001045,0.001629,0.001833,0.001667,0.001941,0.0057,1.620104,0.933005,1.305407,1.759236,0.878702,lev20,1210,GSFC,38.9925,-76.839833,87.0,79.541335,5.357438,4.9,308.633596,0.458032,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 13:38:56,2,2.568704,0.003014,0.012979,0.016938,0.029601,0.045331,0.05164,0.058797,0.065164,0.598414,0.000286,0.00063,0.000542,0.00065,0.000846,0.001447,0.000623,0.000564,0.005637,1.62519,0.944875,1.320856,1.765229,0.897393,lev20,1210,GSFC,38.9925,-76.839833,87.0,79.25403,5.223495,5.0,308.63463,0.45803,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 13:41:57,2,2.570799,0.003198,0.013916,0.018556,0.032354,0.049309,0.056345,0.06331,0.069756,0.589313,0.000247,0.000659,0.001023,0.001917,0.003037,0.003353,0.002575,0.001932,0.003474,1.617108,0.906617,1.314606,1.75226,0.822786,lev20,1210,GSFC,38.9925,-76.839833,87.0,78.819891,5.033271,5.0,308.636202,0.458028,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 13:46:04,2,2.573657,0.003525,0.014636,0.019625,0.034186,0.053084,0.059519,0.071991,0.081813,0.600313,0.000318,0.000803,0.001734,0.003552,0.007603,0.005566,0.019987,0.028512,0.048212,1.627647,1.11356,1.325269,1.785229,1.231863,lev20,1210,GSFC,38.9925,-76.839833,87.0,78.233166,4.797106,5.1,308.638347,0.458025,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 17:06:58,2,2.713171,0.005077,0.017038,0.023739,0.041243,0.066045,0.077452,0.087187,0.094951,0.641923,0.002787,0.006598,0.009864,0.014981,0.024155,0.025046,0.02537,0.02187,0.037053,1.727237,1.005362,1.488674,1.837652,0.787566,lev20,1210,GSFC,38.9925,-76.839833,87.0,61.883445,2.114924,7.6,308.743037,0.45789,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 17:11:58,2,2.716644,0.005883,0.019495,0.022479,0.037684,0.060097,0.071547,0.087306,0.092073,0.652408,0.003876,0.009326,0.006432,0.008476,0.015195,0.014119,0.041101,0.034242,0.069004,1.689352,1.359001,1.507206,1.767535,0.993717,lev20,1210,GSFC,38.9925,-76.839833,87.0,61.875213,2.11436,8.3,308.745643,0.457887,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 17:21:21,2,2.72316,0.00425,0.014015,0.018078,0.031357,0.050639,0.060529,0.068444,0.075453,0.63746,0.000442,0.000619,0.001101,0.002046,0.002848,0.003182,0.004212,0.005185,0.006443,1.760806,1.089723,1.546434,1.850483,0.850234,lev20,1210,GSFC,38.9925,-76.839833,87.0,61.91937,2.117388,9.3,308.750533,0.457881,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 17:31:10,2,2.729977,0.004192,0.013978,0.017796,0.030541,0.050072,0.05984,0.069911,0.078226,0.644454,0.000308,0.001422,0.001374,0.001627,0.003696,0.004212,0.004508,0.005193,0.002834,1.77284,1.210578,1.583993,1.85978,1.035825,lev20,1210,GSFC,38.9925,-76.839833,87.0,62.048617,2.12631,9.4,308.755648,0.457874,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 17:36:58,2,2.734005,0.003627,0.012497,0.016729,0.029041,0.046832,0.05624,0.064441,0.072064,0.644554,0.00054,0.001537,0.000398,0.000885,0.002197,0.001252,0.002572,0.003269,0.000264,1.764506,1.155481,1.551794,1.849242,0.955734,lev20,1210,GSFC,38.9925,-76.839833,87.0,62.164687,2.134396,9.1,308.758671,0.45787,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 17:41:58,2,2.737477,0.004489,0.013703,0.018683,0.0314,0.050388,0.060776,0.069105,0.076883,0.647322,0.000804,0.000711,0.002247,0.003651,0.005579,0.008467,0.00824,0.008914,0.009396,1.717908,1.142399,1.547802,1.783514,0.906036,lev20,1210,GSFC,38.9925,-76.839833,87.0,62.288267,2.143082,9.3,308.761276,0.457867,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 17:46:58,2,2.740949,0.004664,0.013633,0.018379,0.03169,0.051242,0.061505,0.070149,0.077748,0.650874,0.001172,0.001036,0.000639,0.00091,0.001781,0.001807,0.003021,0.003301,0.003078,1.759709,1.136509,1.557614,1.842382,0.904352,lev20,1210,GSFC,38.9925,-76.839833,87.0,62.433486,2.153392,9.5,308.763882,0.457864,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 17:51:58,2,2.744421,0.003628,0.012724,0.016327,0.028993,0.045882,0.05498,0.062586,0.069961,0.646707,0.000503,0.000428,0.001376,0.001036,0.003858,0.004159,0.008848,0.008852,0.012757,1.759188,1.123474,1.500232,1.853944,0.927922,lev20,1210,GSFC,38.9925,-76.839833,87.0,62.60019,2.165367,9.8,308.766487,0.45786,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 17:56:58,2,2.747894,0.004208,0.013049,0.018188,0.031086,0.049462,0.059292,0.067277,0.074608,0.647759,0.001015,0.000469,0.001122,0.001851,0.000558,0.001572,0.000282,0.000985,0.001239,1.718551,1.112734,1.514627,1.797206,0.885819,lev20,1210,GSFC,38.9925,-76.839833,87.0,62.788201,2.179054,9.9,308.769093,0.457857,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 18:01:58,2,2.751366,0.004268,0.012754,0.017232,0.030135,0.048919,0.058725,0.067858,0.075602,0.658207,0.001216,0.001054,0.001819,0.003015,0.004883,0.005672,0.005551,0.005419,0.002159,1.785338,1.185599,1.567722,1.874297,0.9759,lev20,1210,GSFC,38.9925,-76.839833,87.0,62.997324,2.194509,9.8,308.771698,0.457854,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 18:06:58,2,2.754838,0.003923,0.012476,0.017422,0.02956,0.047915,0.057396,0.065256,0.072486,0.651625,0.000531,0.000552,0.000791,0.000417,0.000588,0.001493,0.000424,0.000358,0.004241,1.74043,1.117635,1.559939,1.818713,0.899876,lev20,1210,GSFC,38.9925,-76.839833,87.0,63.227343,2.211797,9.8,308.774304,0.45785,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 18:11:58,2,2.75831,0.00447,0.012571,0.016306,0.02792,0.044466,0.053087,0.061171,0.068016,0.657383,0.000838,0.000588,0.001155,0.001654,0.001576,0.001409,0.001473,0.000759,0.002387,1.718101,1.155702,1.509198,1.802073,0.957316,lev20,1210,GSFC,38.9925,-76.839833,87.0,63.478024,2.230989,9.7,308.776909,0.457847,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 18:21:31,2,2.764942,0.003915,0.012338,0.01593,0.026709,0.042795,0.051589,0.059422,0.066223,0.658,0.001469,0.000741,0.00126,0.000532,0.001308,0.001052,0.003905,0.003355,0.005883,1.711487,1.188513,1.542986,1.776497,0.964103,lev20,1210,GSFC,38.9925,-76.839833,87.0,64.013323,2.273248,9.8,308.781886,0.45784,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 18:31:22,2,2.771782,0.004119,0.013189,0.016806,0.028609,0.046838,0.055491,0.065023,0.072456,0.678433,0.000927,0.000761,0.001084,0.000999,0.001715,0.001405,0.003394,0.004678,0.00693,1.750095,1.190839,1.563849,1.842948,1.032546,lev20,1210,GSFC,38.9925,-76.839833,87.0,64.641407,2.325169,9.7,308.787019,0.457834,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 18:36:58,2,2.775671,0.003794,0.012058,0.016458,0.027771,0.045166,0.054114,0.062979,0.070505,0.676235,0.001208,0.000806,0.000774,0.000845,0.000409,0.000536,0.001519,0.001998,0.002984,1.73922,1.205285,1.568686,1.815297,1.022244,lev20,1210,GSFC,38.9925,-76.839833,87.0,65.032026,2.358809,9.5,308.789937,0.45783,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 18:41:58,2,2.779144,0.004366,0.012733,0.016432,0.028076,0.046057,0.054635,0.063531,0.07155,0.678325,0.000215,0.000687,0.000543,0.001361,0.001621,0.000523,0.000968,0.001779,0.00572,1.759842,1.166873,1.571266,1.853086,1.040719,lev20,1210,GSFC,38.9925,-76.839833,87.0,65.400878,2.391577,9.6,308.792543,0.457827,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 18:46:58,2,2.782616,0.00399,0.012179,0.016407,0.028209,0.045793,0.054768,0.064111,0.072032,0.678616,0.000699,0.000184,0.000911,0.001128,0.002426,0.002826,0.003985,0.004182,0.006896,1.75881,1.220548,1.56059,1.844636,1.058747,lev20,1210,GSFC,38.9925,-76.839833,87.0,65.788333,2.427094,9.8,308.795148,0.457823,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 18:51:58,2,2.786088,0.00352,0.011386,0.015396,0.026211,0.042035,0.050142,0.058092,0.065419,0.678859,0.000809,0.0013,0.000706,0.001816,0.002147,0.003366,0.004434,0.005511,0.010657,1.721721,1.172832,1.524987,1.804929,1.025588,lev20,1210,GSFC,38.9925,-76.839833,87.0,66.194054,2.465548,10.1,308.797754,0.45782,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 18:56:58,2,2.78956,0.003694,0.011307,0.015657,0.026757,0.04343,0.051642,0.060459,0.068857,0.686331,0.001788,0.000582,0.000159,0.000556,0.001296,0.001214,0.003258,0.004596,0.004989,1.744256,1.200536,1.549144,1.833853,1.108918,lev20,1210,GSFC,38.9925,-76.839833,87.0,66.61769,2.507148,10.3,308.800359,0.457817,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 19:01:58,2,2.793032,0.003741,0.011662,0.015635,0.026588,0.042082,0.050553,0.058616,0.066238,0.690415,0.000374,0.000637,0.000433,0.000498,0.001038,0.001258,0.001043,0.001452,0.010681,1.704955,1.200895,1.505432,1.778523,1.04156,lev20,1210,GSFC,38.9925,-76.839833,87.0,67.058889,2.552129,10.3,308.802965,0.457813,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 19:06:58,2,2.796505,0.003615,0.012047,0.01658,0.028274,0.046008,0.054649,0.064663,0.072881,0.698034,0.00041,0.000794,0.000428,0.000463,0.00088,0.001308,0.001218,0.001822,0.003572,1.744657,1.236301,1.553481,1.834767,1.113378,lev20,1210,GSFC,38.9925,-76.839833,87.0,67.517288,2.600756,10.3,308.80557,0.45781,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 19:11:58,2,2.799977,0.003704,0.012061,0.016694,0.028137,0.045995,0.054989,0.064472,0.072892,0.702681,0.001289,0.000816,0.000297,0.001602,0.001393,0.001632,0.002245,0.003345,0.003656,1.744257,1.225239,1.577377,1.822738,1.08803,lev20,1210,GSFC,38.9925,-76.839833,87.0,67.992523,2.65333,10.3,308.808176,0.457806,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 19:21:08,2,2.806343,0.003807,0.012603,0.015927,0.027456,0.043982,0.052511,0.061645,0.069479,0.702914,0.001095,0.000708,0.000431,0.000366,0.00088,0.001451,0.001064,0.00177,0.005057,1.737268,1.225078,1.523907,1.824715,1.081705,lev20,1210,GSFC,38.9925,-76.839833,87.0,68.906285,2.761121,10.6,308.812953,0.4578,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 19:30:43,2,2.812998,0.00382,0.012755,0.016523,0.027713,0.044422,0.0532,0.06262,0.070835,0.698595,0.001052,0.001351,0.000633,0.000824,0.000715,0.000677,0.000142,0.000877,0.008361,1.705422,1.2459,1.531382,1.777846,1.105693,lev20,1210,GSFC,38.9925,-76.839833,87.0,69.918258,2.891983,10.6,308.817947,0.457794,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 19:36:57,2,2.817326,0.003482,0.011575,0.015044,0.025802,0.042115,0.049735,0.058872,0.066466,0.697107,0.000991,0.000734,0.000879,0.001278,0.00168,0.002042,0.002021,0.001977,0.002091,1.751175,1.217121,1.550079,1.850456,1.121188,lev20,1210,GSFC,38.9925,-76.839833,87.0,70.606342,2.988752,10.6,308.821195,0.45779,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 19:41:58,2,2.82081,0.003264,0.011605,0.015446,0.026782,0.042589,0.050681,0.059584,0.067213,0.699828,0.000857,0.000772,0.000154,0.000212,0.001054,0.00017,0.000654,0.000834,0.00071,1.728494,1.218858,1.499213,1.821217,1.090637,lev20,1210,GSFC,38.9925,-76.839833,87.0,71.176707,3.074302,10.6,308.823809,0.457786,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 19:46:57,2,2.824271,0.003271,0.011331,0.01512,0.026015,0.041508,0.048948,0.057839,0.065366,0.703573,0.000414,6.7e-05,0.000195,0.000222,0.000691,0.000531,0.001098,0.000757,0.002289,1.714128,1.205544,1.490179,1.813915,1.117875,lev20,1210,GSFC,38.9925,-76.839833,87.0,71.757477,3.166864,10.6,308.826406,0.457783,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 19:51:57,2,2.827743,0.003439,0.011625,0.015157,0.025795,0.04102,0.048319,0.056272,0.063534,0.698486,0.001092,0.001364,0.000755,0.000994,0.002652,0.002681,0.003537,0.003555,0.014231,1.692639,1.147563,1.479705,1.788599,1.05597,lev20,1210,GSFC,38.9925,-76.839833,87.0,72.354008,3.268209,10.6,308.829011,0.45778,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
GSFC,2024-01-02 19:56:57,2,2.831215,0.003108,0.011044,0.014565,0.025295,0.040616,0.047306,0.055683,0.063082,0.697327,0.000293,0.000772,0.000534,0.000244,0.000284,0.000617,0.001181,0.001965,0.005703,1.723998,1.147175,1.482404,1.842065,1.111139,lev20,1210,GSFC,38.9925,-76.839833,87.0,72.964005,3.379072,10.6,308.831617,0.457776,16:10:2024,9,1.6392,1.0198,0.8701,0.6753,0.4999,0.4401,0.3798,0.3397,0.9372
