AERONET_Site,DateTime,Day_of_Year,Day_of_Year(Fraction),AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_675nm,AOD_500nm,AOD_440nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),Triplet_Variability_1640,Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_675,Triplet_Variability_500,Triplet_Variability_440,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Solar_Zenith_Angle(Degrees),Optical_Air_Mass,Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1640nm,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm
SERC,2023-01-01 13:50:21,1,1.576632,,0.01175,0.013559,0.019716,0.029287,0.032954,0.040336,0.044468,1.113513,,0.001808,0.001037,0.001246,0.001926,0.002081,0.002485,0.002319,0.002034,1.314708,1.174311,1.219803,1.390288,1.194428,lev15,863,SERC,38.888901,-76.555795,36.5,77.402032,4.498158,13.0,307.22326,0.465588,05:06:2024,8,,1.0191,0.8695,0.6745,0.5001,0.4393,0.3804,0.341,0.9364
SERC,2023-01-01 13:53:39,1,1.578924,,0.010332,0.012264,0.018406,0.027726,0.030925,0.038587,0.04274,1.119044,,0.000518,0.000437,0.000598,0.000856,0.000718,0.001563,0.001434,0.012054,1.371256,1.214317,1.237983,1.471701,1.29076,lev15,863,SERC,38.888901,-76.555795,36.5,76.944072,4.348898,13.3,307.22496,0.465586,05:06:2024,8,,1.0191,0.8695,0.6745,0.5001,0.4393,0.3804,0.341,0.9364
SERC,2023-01-01 14:00:21,1,1.583576,,0.00945,0.011248,0.017264,0.025918,0.028936,0.036486,0.041065,1.119346,,0.00028,0.000324,0.000551,0.001115,0.000903,0.001702,0.001884,0.001749,1.395991,1.256613,1.231309,1.504707,1.393747,lev15,863,SERC,38.888901,-76.555795,36.5,76.028846,4.078681,13.7,307.228412,0.46558,05:06:2024,8,,1.0191,0.8695,0.6745,0.5001,0.4393,0.3804,0.341,0.9364
SERC,2023-01-01 14:05:21,1,1.587049,,0.008896,0.010471,0.016116,0.024379,0.026665,0.034147,0.038868,1.115454,,9.5e-05,0.000176,0.000263,0.000635,0.000186,0.000557,0.000568,0.004155,1.390277,1.240548,1.210947,1.523612,1.4995,lev15,863,SERC,38.888901,-76.555795,36.5,75.359017,3.901533,14.0,307.230988,0.465576,05:06:2024,8,,1.0191,0.8695,0.6745,0.5001,0.4393,0.3804,0.341,0.9364
SERC,2023-01-01 14:07:19,1,1.588414,,0.008736,0.010246,0.015768,0.023689,0.025975,0.033281,0.037701,1.120133,,6.7e-05,0.000299,0.000319,0.000117,0.000261,0.000245,0.00032,0.016441,1.380974,1.251476,1.198442,1.5108,1.48369,lev15,863,SERC,38.888901,-76.555795,36.5,75.098731,3.83685,14.2,307.232001,0.465575,05:06:2024,8,,1.0191,0.8695,0.6745,0.5001,0.4393,0.3804,0.341,0.9364
SERC,2023-01-01 14:20:21,1,1.597465,0.00934,0.008449,0.009848,0.015316,0.022739,0.02463,0.031797,0.035854,1.126839,0.002525,0.000254,0.00034,7.2e-05,0.000287,0.000222,0.000328,0.000653,0.009807,1.36067,1.235703,1.145085,1.507205,1.497468,lev15,863,SERC,38.888901,-76.555795,36.5,73.421138,3.467405,14.4,307.238715,0.465564,05:06:2024,9,1.6391,1.0191,0.8695,0.6745,0.5001,0.4393,0.3804,0.341,0.9364
SERC,2023-01-01 14:25:21,1,1.600938,0.00842,0.008194,0.009764,0.01514,0.022675,0.024422,0.031385,0.035,1.118424,0.002092,0.000146,0.000282,0.000533,0.000644,0.000708,0.000889,0.000439,0.011609,1.365708,1.198359,1.156228,1.518141,1.437315,lev15,863,SERC,38.888901,-76.555795,36.5,72.8003,3.348561,14.5,307.241291,0.46556,05:06:2024,9,1.6391,1.0191,0.8695,0.6745,0.5001,0.4393,0.3804,0.341,0.9364
SERC,2023-01-01 14:30:21,1,1.60441,0.00772,0.008411,0.009957,0.015368,0.022771,0.024544,0.031579,0.034634,1.111995,0.00066,9.4e-05,8.7e-05,0.000484,0.000461,7.7e-05,0.000329,0.000208,0.001458,1.341854,1.20546,1.130865,1.490266,1.379635,lev15,863,SERC,38.888901,-76.555795,36.5,72.192649,3.240134,14.7,307.243867,0.465556,05:06:2024,9,1.6391,1.0191,0.8695,0.6745,0.5001,0.4393,0.3804,0.341,0.9364
SERC,2023-01-01 14:35:21,1,1.607882,0.006953,0.008349,0.009978,0.015527,0.022768,0.024613,0.031598,0.034395,1.117282,0.000395,0.000188,0.000257,0.000396,0.000219,0.000108,0.00044,0.000336,0.013243,1.337721,1.207934,1.110174,1.485315,1.342415,lev15,863,SERC,38.888901,-76.555795,36.5,71.59856,3.140961,14.9,307.246442,0.465552,05:06:2024,9,1.6391,1.0191,0.8695,0.6745,0.5001,0.4393,0.3804,0.341,0.9364
SERC,2023-01-01 14:40:21,1,1.611354,0.006365,0.008266,0.009796,0.015322,0.022503,0.024461,0.031473,0.034106,1.131068,0.000726,0.000295,0.000362,0.000258,0.000316,0.000498,0.000393,0.000412,0.009378,1.353325,1.235781,1.124741,1.497305,1.334902,lev15,863,SERC,38.888901,-76.555795,36.5,71.018409,3.050047,15.1,307.249018,0.465548,05:06:2024,9,1.6391,1.0191,0.8695,0.6745,0.5001,0.4393,0.3804,0.341,0.9364
